,reference,SEED_169,SEED_151,SEED_167,SEED_193,SEED_133,SEED_105,SEED_161,SEED_195,SEED_159,SEED_157,SEED_103,SEED_135,SEED_047,SEED_049,SEED_085,SEED_071,SEED_025,SEED_013,SEED_083,SEED_077,SEED_041,SEED_079,SEED_015,SEED_023,SEED_039,SEED_001,SEED_037,SEED_097,SEED_063,SEED_055,SEED_099,SEED_031,SEED_009,SEED_007,SEED_053,SEED_091,SEED_065,SEED_117,SEED_119,SEED_121,SEED_175,SEED_181,SEED_143,SEED_127,SEED_111,SEED_129,SEED_189,SEED_145,SEED_173,SEED_187,SEED_137,SEED_101,SEED_139,SEED_199,SEED_155,SEED_197,SEED_163,SEED_107,SEED_109,SEED_131,SEED_191,SEED_165,SEED_153,SEED_021,SEED_019,SEED_017,SEED_043,SEED_075,SEED_081,SEED_029,SEED_011,SEED_027,SEED_073,SEED_087,SEED_045,SEED_089,SEED_067,SEED_093,SEED_051,SEED_069,SEED_005,SEED_033,SEED_057,SEED_059,SEED_061,SEED_095,SEED_035,SEED_003,SEED_185,SEED_171,SEED_149,SEED_147,SEED_113,SEED_125,SEED_179,SEED_141,SEED_183,SEED_177,SEED_123,SEED_115,average,std
10,400.0,46.0,33.0,34.0,32.0,53.0,34.0,26.0,52.0,32.0,34.0,55.0,34.0,34.0,35.0,32.0,31.0,43.0,46.0,41.0,50.0,49.0,33.0,47.0,35.0,22.0,27.0,37.0,50.0,43.0,42.0,25.0,29.0,40.0,23.0,54.0,55.0,50.0,35.0,33.0,50.0,49.0,31.0,43.0,35.0,35.0,40.0,29.0,33.0,33.0,49.0,30.0,26.0,46.0,44.0,43.0,31.0,24.0,47.0,25.0,50.0,19.0,48.0,23.0,37.0,42.0,40.0,31.0,32.0,36.0,53.0,35.0,35.0,29.0,41.0,43.0,50.0,32.0,29.0,31.0,52.0,30.0,48.0,45.0,31.0,38.0,50.0,28.0,23.0,31.0,47.0,35.0,43.0,30.0,29.0,27.0,43.0,26.0,25.0,31.0,31.0,40.87128712871287,37.028932591128644
11,440.0,50.0,34.0,42.0,33.0,53.0,36.0,25.0,60.0,33.0,35.0,67.0,36.0,33.0,34.0,34.0,34.0,48.0,47.0,50.0,48.0,53.0,33.0,52.0,37.0,23.0,26.0,48.0,45.0,50.0,53.0,27.0,31.0,39.0,21.0,67.0,52.0,55.0,34.0,34.0,47.0,54.0,33.0,42.0,34.0,43.0,39.0,28.0,33.0,32.0,53.0,30.0,25.0,52.0,48.0,45.0,32.0,23.0,42.0,25.0,52.0,17.0,48.0,22.0,35.0,53.0,43.0,31.0,31.0,42.0,57.0,35.0,35.0,30.0,41.0,48.0,43.0,34.0,30.0,30.0,55.0,32.0,46.0,53.0,33.0,51.0,50.0,27.0,22.0,30.0,54.0,37.0,54.0,31.0,28.0,27.0,49.0,23.0,23.0,31.0,34.0,43.15841584158416,41.17788810487457
12,480.0,46.0,36.0,53.0,35.0,50.0,44.0,27.0,66.0,36.0,40.0,61.0,48.0,31.0,35.0,34.0,35.0,51.0,47.0,66.0,47.0,57.0,32.0,54.0,43.0,22.0,26.0,50.0,37.0,48.0,52.0,27.0,32.0,49.0,21.0,54.0,52.0,60.0,29.0,35.0,53.0,58.0,34.0,41.0,32.0,50.0,40.0,29.0,33.0,33.0,56.0,29.0,25.0,53.0,49.0,57.0,32.0,25.0,43.0,26.0,54.0,15.0,50.0,22.0,36.0,52.0,45.0,30.0,30.0,40.0,51.0,38.0,37.0,32.0,44.0,50.0,50.0,34.0,31.0,29.0,54.0,34.0,45.0,56.0,33.0,60.0,46.0,23.0,19.0,29.0,55.0,50.0,60.0,31.0,26.0,26.0,43.0,23.0,22.0,32.0,37.0,44.75247524752475,45.12214576488584
13,520.0,46.0,49.0,53.0,42.0,59.0,51.0,29.0,62.0,43.0,47.0,57.0,54.0,32.0,35.0,33.0,36.0,43.0,47.0,64.0,46.0,55.0,31.0,54.0,48.0,22.0,25.0,59.0,42.0,41.0,45.0,28.0,33.0,47.0,22.0,42.0,50.0,46.0,29.0,39.0,55.0,54.0,36.0,44.0,30.0,40.0,48.0,30.0,36.0,35.0,54.0,30.0,25.0,35.0,64.0,49.0,32.0,27.0,45.0,24.0,57.0,17.0,53.0,22.0,41.0,56.0,40.0,28.0,28.0,35.0,60.0,48.0,39.0,33.0,36.0,55.0,49.0,33.0,31.0,27.0,48.0,39.0,43.0,55.0,35.0,57.0,50.0,22.0,18.0,27.0,55.0,54.0,56.0,30.0,23.0,25.0,44.0,22.0,23.0,31.0,46.0,45.445544554455445,48.91910381203612
14,560.0,56.0,49.0,56.0,42.0,65.0,50.0,30.0,47.0,50.0,48.0,50.0,43.0,34.0,48.0,35.0,37.0,43.0,46.0,50.0,47.0,54.0,30.0,44.0,43.0,24.0,24.0,54.0,52.0,38.0,49.0,28.0,33.0,55.0,22.0,39.0,45.0,34.0,31.0,38.0,67.0,52.0,41.0,40.0,29.0,36.0,41.0,30.0,36.0,34.0,46.0,31.0,24.0,37.0,61.0,41.0,33.0,28.0,51.0,26.0,62.0,17.0,66.0,21.0,45.0,45.0,39.0,26.0,27.0,35.0,54.0,46.0,41.0,32.0,32.0,52.0,47.0,33.0,31.0,25.0,45.0,44.0,46.0,51.0,44.0,49.0,53.0,22.0,18.0,27.0,51.0,50.0,59.0,31.0,21.0,22.0,48.0,23.0,21.0,28.0,46.0,45.366336633663366,52.77370384266028
15,600.0,65.0,50.0,57.0,44.0,66.0,47.0,32.0,37.0,49.0,52.0,44.0,35.0,36.0,55.0,36.0,37.0,40.0,50.0,57.0,43.0,54.0,31.0,41.0,34.0,25.0,23.0,49.0,53.0,33.0,55.0,28.0,34.0,55.0,21.0,39.0,57.0,33.0,30.0,40.0,63.0,48.0,53.0,51.0,27.0,36.0,48.0,30.0,39.0,35.0,46.0,33.0,25.0,42.0,50.0,38.0,36.0,30.0,58.0,25.0,60.0,17.0,60.0,19.0,50.0,41.0,34.0,25.0,28.0,36.0,56.0,51.0,47.0,30.0,32.0,45.0,49.0,33.0,31.0,24.0,43.0,46.0,47.0,50.0,55.0,58.0,60.0,23.0,18.0,23.0,59.0,41.0,54.0,32.0,20.0,19.0,46.0,22.0,23.0,27.0,38.0,46.05940594059406,56.76176055262232
16,640.0,59.0,50.0,52.0,47.0,60.0,44.0,34.0,38.0,52.0,52.0,44.0,34.0,45.0,53.0,37.0,42.0,37.0,43.0,53.0,41.0,53.0,31.0,48.0,32.0,27.0,21.0,45.0,52.0,29.0,57.0,31.0,37.0,48.0,21.0,42.0,55.0,34.0,30.0,38.0,51.0,53.0,54.0,57.0,21.0,45.0,43.0,31.0,38.0,35.0,34.0,33.0,23.0,40.0,40.0,44.0,35.0,32.0,58.0,25.0,55.0,17.0,52.0,18.0,43.0,47.0,30.0,23.0,28.0,35.0,53.0,46.0,43.0,29.0,32.0,48.0,50.0,33.0,31.0,21.0,45.0,47.0,42.0,42.0,58.0,60.0,56.0,23.0,18.0,23.0,46.0,37.0,54.0,32.0,18.0,17.0,43.0,22.0,20.0,27.0,40.0,45.386138613861384,60.606664061421945
17,680.0,55.0,53.0,48.0,53.0,54.0,54.0,37.0,44.0,46.0,38.0,57.0,32.0,48.0,48.0,48.0,48.0,41.0,41.0,49.0,35.0,48.0,31.0,54.0,31.0,28.0,21.0,58.0,56.0,28.0,54.0,32.0,49.0,43.0,21.0,49.0,50.0,34.0,32.0,44.0,48.0,55.0,54.0,62.0,17.0,35.0,45.0,32.0,36.0,35.0,34.0,42.0,22.0,41.0,47.0,44.0,35.0,34.0,58.0,24.0,44.0,17.0,49.0,17.0,34.0,45.0,25.0,22.0,26.0,36.0,50.0,35.0,40.0,31.0,31.0,50.0,50.0,34.0,34.0,21.0,48.0,43.0,38.0,34.0,53.0,51.0,49.0,22.0,17.0,20.0,41.0,35.0,45.0,35.0,18.0,17.0,39.0,21.0,17.0,25.0,46.0,45.31683168316832,64.54746211284603
18,720.0,49.0,49.0,41.0,46.0,69.0,48.0,49.0,57.0,44.0,46.0,65.0,28.0,49.0,39.0,51.0,49.0,39.0,39.0,48.0,34.0,45.0,32.0,55.0,30.0,29.0,20.0,58.0,50.0,27.0,58.0,32.0,57.0,41.0,22.0,39.0,45.0,43.0,32.0,36.0,45.0,55.0,57.0,52.0,15.0,35.0,39.0,32.0,49.0,34.0,38.0,43.0,21.0,39.0,50.0,40.0,35.0,38.0,67.0,24.0,43.0,17.0,46.0,17.0,34.0,49.0,23.0,21.0,24.0,34.0,52.0,34.0,37.0,35.0,29.0,52.0,50.0,33.0,38.0,19.0,49.0,37.0,33.0,33.0,55.0,48.0,46.0,22.0,19.0,18.0,45.0,34.0,42.0,35.0,16.0,16.0,37.0,21.0,18.0,23.0,52.0,45.584158415841586,68.58589574817015
19,760.0,36.0,61.0,51.0,35.0,59.0,52.0,52.0,60.0,35.0,42.0,58.0,24.0,46.0,35.0,57.0,46.0,35.0,43.0,49.0,33.0,42.0,32.0,54.0,30.0,31.0,20.0,53.0,55.0,27.0,46.0,31.0,52.0,38.0,22.0,34.0,35.0,48.0,33.0,35.0,49.0,57.0,63.0,50.0,13.0,38.0,40.0,33.0,58.0,31.0,38.0,54.0,20.0,34.0,58.0,39.0,39.0,43.0,66.0,23.0,45.0,18.0,55.0,18.0,34.0,47.0,21.0,19.0,21.0,33.0,54.0,33.0,41.0,43.0,28.0,48.0,61.0,29.0,40.0,18.0,49.0,39.0,33.0,36.0,56.0,47.0,39.0,21.0,20.0,16.0,45.0,32.0,46.0,38.0,14.0,16.0,39.0,22.0,18.0,21.0,45.0,45.851485148514854,72.60777392557905
20,800.0,34.0,61.0,46.0,41.0,53.0,54.0,53.0,51.0,35.0,35.0,52.0,25.0,46.0,37.0,54.0,39.0,38.0,48.0,52.0,30.0,48.0,34.0,61.0,29.0,33.0,21.0,36.0,51.0,28.0,48.0,30.0,50.0,40.0,22.0,39.0,40.0,49.0,33.0,36.0,46.0,55.0,62.0,57.0,1.0,39.0,41.0,34.0,54.0,23.0,40.0,56.0,21.0,34.0,58.0,39.0,47.0,54.0,62.0,21.0,46.0,19.0,50.0,17.0,35.0,40.0,22.0,17.0,21.0,33.0,55.0,34.0,35.0,36.0,28.0,44.0,53.0,30.0,40.0,18.0,46.0,36.0,32.0,36.0,44.0,52.0,38.0,20.0,20.0,16.0,41.0,33.0,47.0,34.0,5.0,16.0,34.0,23.0,19.0,20.0,43.0,45.386138613861384,76.58800287316284
21,840.0,35.0,62.0,45.0,35.0,56.0,58.0,49.0,56.0,43.0,31.0,52.0,24.0,46.0,35.0,55.0,35.0,35.0,42.0,54.0,28.0,53.0,34.0,64.0,29.0,43.0,20.0,36.0,48.0,29.0,42.0,30.0,48.0,46.0,22.0,42.0,47.0,48.0,32.0,34.0,41.0,50.0,52.0,65.0,5.0,40.0,38.0,35.0,49.0,24.0,42.0,57.0,21.0,33.0,53.0,45.0,46.0,58.0,54.0,20.0,43.0,21.0,48.0,18.0,35.0,37.0,20.0,16.0,21.0,30.0,53.0,35.0,35.0,37.0,28.0,52.0,53.0,31.0,35.0,17.0,53.0,37.0,34.0,40.0,36.0,51.0,32.0,21.0,22.0,14.0,40.0,34.0,45.0,35.0,10.0,17.0,35.0,23.0,20.0,17.0,46.0,45.722772277227726,80.48050238164278
22,880.0,42.0,63.0,48.0,36.0,50.0,52.0,53.0,57.0,46.0,29.0,50.0,22.0,47.0,45.0,52.0,35.0,33.0,34.0,47.0,24.0,50.0,35.0,61.0,29.0,45.0,20.0,35.0,46.0,30.0,38.0,31.0,57.0,43.0,23.0,44.0,48.0,43.0,31.0,31.0,40.0,53.0,51.0,63.0,4.0,46.0,36.0,38.0,35.0,25.0,35.0,59.0,21.0,32.0,47.0,47.0,47.0,61.0,55.0,20.0,44.0,23.0,45.0,18.0,33.0,46.0,18.0,15.0,20.0,30.0,52.0,35.0,40.0,47.0,28.0,46.0,50.0,31.0,37.0,15.0,52.0,36.0,32.0,40.0,41.0,42.0,32.0,22.0,21.0,6.0,38.0,36.0,42.0,41.0,13.0,17.0,38.0,25.0,20.0,17.0,47.0,45.851485148514854,84.41157845344594
23,920.0,47.0,60.0,49.0,39.0,49.0,53.0,53.0,52.0,48.0,29.0,54.0,21.0,52.0,56.0,47.0,38.0,32.0,32.0,49.0,21.0,40.0,41.0,57.0,30.0,39.0,21.0,39.0,45.0,32.0,36.0,33.0,59.0,45.0,24.0,41.0,48.0,45.0,31.0,27.0,43.0,48.0,41.0,49.0,4.0,36.0,34.0,46.0,42.0,24.0,35.0,51.0,21.0,27.0,49.0,46.0,52.0,53.0,55.0,21.0,35.0,25.0,41.0,18.0,31.0,56.0,17.0,14.0,17.0,31.0,48.0,34.0,36.0,49.0,28.0,45.0,59.0,28.0,40.0,14.0,47.0,38.0,23.0,37.0,40.0,44.0,33.0,23.0,20.0,3.0,41.0,38.0,35.0,43.0,11.0,18.0,37.0,24.0,20.0,16.0,43.0,45.65346534653465,88.38108704580021
24,960.0,51.0,58.0,41.0,37.0,54.0,58.0,54.0,48.0,47.0,28.0,53.0,20.0,46.0,53.0,47.0,34.0,29.0,31.0,61.0,20.0,37.0,43.0,50.0,32.0,34.0,21.0,41.0,47.0,35.0,34.0,35.0,64.0,49.0,25.0,35.0,47.0,39.0,31.0,22.0,44.0,49.0,43.0,35.0,0.0,34.0,33.0,48.0,47.0,25.0,41.0,48.0,19.0,25.0,46.0,45.0,35.0,37.0,55.0,21.0,34.0,26.0,36.0,18.0,29.0,59.0,17.0,14.0,17.0,31.0,54.0,32.0,35.0,58.0,28.0,49.0,56.0,26.0,37.0,14.0,41.0,35.0,21.0,35.0,57.0,50.0,36.0,24.0,23.0,8.0,56.0,37.0,34.0,47.0,14.0,19.0,35.0,26.0,21.0,13.0,44.0,45.81188118811881,92.39076642296841
25,1000.0,46.0,58.0,41.0,37.0,44.0,62.0,55.0,51.0,44.0,28.0,49.0,21.0,38.0,60.0,48.0,32.0,27.0,31.0,61.0,20.0,39.0,43.0,49.0,32.0,31.0,20.0,53.0,41.0,45.0,33.0,35.0,57.0,46.0,25.0,32.0,49.0,48.0,33.0,16.0,47.0,51.0,37.0,36.0,7.0,33.0,32.0,46.0,47.0,24.0,52.0,53.0,17.0,21.0,41.0,42.0,33.0,35.0,48.0,21.0,34.0,28.0,37.0,19.0,26.0,56.0,15.0,14.0,16.0,33.0,64.0,27.0,32.0,62.0,27.0,48.0,58.0,26.0,36.0,14.0,36.0,40.0,19.0,34.0,55.0,57.0,35.0,25.0,24.0,8.0,53.0,38.0,34.0,35.0,13.0,20.0,33.0,26.0,23.0,7.0,40.0,45.84158415841584,96.40043677988098
26,1040.0,42.0,60.0,37.0,42.0,53.0,66.0,50.0,53.0,38.0,28.0,36.0,21.0,35.0,58.0,57.0,31.0,23.0,29.0,55.0,22.0,37.0,49.0,52.0,32.0,33.0,21.0,63.0,45.0,45.0,33.0,35.0,60.0,41.0,25.0,30.0,49.0,58.0,32.0,2.0,52.0,50.0,37.0,43.0,14.0,34.0,30.0,52.0,54.0,25.0,57.0,57.0,16.0,20.0,47.0,46.0,34.0,39.0,39.0,21.0,36.0,30.0,36.0,20.0,25.0,48.0,12.0,12.0,16.0,35.0,58.0,23.0,33.0,61.0,28.0,35.0,55.0,27.0,34.0,15.0,35.0,55.0,18.0,33.0,53.0,47.0,33.0,26.0,26.0,11.0,55.0,44.0,38.0,34.0,8.0,22.0,31.0,25.0,24.0,13.0,34.0,46.42574257425743,100.38523288255215
27,1080.0,38.0,64.0,38.0,33.0,42.0,67.0,52.0,45.0,34.0,27.0,47.0,20.0,35.0,57.0,49.0,31.0,22.0,28.0,51.0,21.0,43.0,52.0,52.0,32.0,34.0,22.0,66.0,54.0,52.0,31.0,30.0,57.0,46.0,26.0,30.0,49.0,47.0,31.0,9.0,58.0,34.0,33.0,46.0,14.0,34.0,29.0,37.0,46.0,25.0,59.0,55.0,16.0,19.0,50.0,41.0,35.0,39.0,39.0,21.0,43.0,32.0,39.0,21.0,22.0,38.0,9.0,2.0,16.0,35.0,57.0,22.0,34.0,53.0,27.0,33.0,56.0,27.0,33.0,16.0,35.0,58.0,17.0,33.0,58.0,48.0,36.0,29.0,27.0,6.0,56.0,41.0,36.0,34.0,5.0,22.0,30.0,25.0,27.0,13.0,35.0,46.13861386138614,104.38400447462163
28,1120.0,35.0,63.0,37.0,32.0,39.0,63.0,53.0,43.0,33.0,26.0,50.0,21.0,33.0,54.0,41.0,33.0,21.0,26.0,37.0,20.0,47.0,63.0,48.0,33.0,38.0,24.0,66.0,51.0,47.0,28.0,25.0,48.0,46.0,27.0,32.0,48.0,46.0,31.0,13.0,58.0,34.0,32.0,47.0,14.0,36.0,30.0,35.0,48.0,25.0,60.0,67.0,17.0,19.0,50.0,46.0,33.0,38.0,41.0,22.0,38.0,36.0,35.0,20.0,21.0,43.0,8.0,2.0,16.0,36.0,48.0,20.0,35.0,55.0,29.0,32.0,56.0,27.0,32.0,15.0,38.0,51.0,18.0,34.0,60.0,42.0,55.0,31.0,30.0,11.0,52.0,34.0,35.0,33.0,12.0,23.0,27.0,26.0,27.0,7.0,34.0,46.306930693069305,108.29257606675266
29,1160.0,34.0,59.0,35.0,30.0,46.0,52.0,59.0,42.0,35.0,23.0,50.0,21.0,33.0,52.0,45.0,34.0,20.0,27.0,39.0,18.0,48.0,49.0,37.0,34.0,54.0,27.0,53.0,42.0,43.0,28.0,26.0,40.0,41.0,29.0,34.0,47.0,41.0,31.0,3.0,53.0,36.0,33.0,45.0,15.0,37.0,30.0,42.0,52.0,27.0,62.0,53.0,16.0,20.0,41.0,36.0,31.0,41.0,41.0,22.0,37.0,48.0,35.0,20.0,20.0,38.0,0.0,14.0,16.0,36.0,43.0,22.0,41.0,58.0,27.0,35.0,60.0,26.0,32.0,14.0,34.0,44.0,19.0,35.0,57.0,45.0,55.0,33.0,31.0,7.0,49.0,33.0,37.0,31.0,14.0,24.0,26.0,25.0,30.0,14.0,35.0,46.07920792079208,112.15809944297264
